,date,company,symbol,dividend,eps,grossProfit,marketcap,pe,price,revenuePerShare
247,2018-10-17,Apple Inc.,AAPL,0.63,3.89,93626000000.0,958557627740,56.861182519280206,221.19,19
248,2018-10-18,Apple Inc.,AAPL,0.63,3.89,93626000000.0,958557627740,55.53213367609255,216.02,19
249,2018-10-19,Apple Inc.,AAPL,0.63,3.89,93626000000.0,958557627740,56.37789203084833,219.31,19
250,2018-10-22,Apple Inc.,AAPL,0.63,3.89,93626000000.0,958557627740,56.72236503856041,220.65,19
251,2018-10-23,Apple Inc.,AAPL,0.63,3.89,93626000000.0,958557627740,57.25706940874036,222.73,19
252,2018-10-24,Apple Inc.,AAPL,0.63,3.89,93626000000.0,958557627740,55.29305912596401,215.09,19
253,2018-10-25,Apple Inc.,AAPL,0.63,3.89,93626000000.0,958557627740,56.50385604113111,219.8,19
254,2018-10-26,Apple Inc.,AAPL,0.63,3.89,93626000000.0,958557627740,55.60411311053985,216.3,19
255,2018-10-29,Apple Inc.,AAPL,0.63,3.89,93626000000.0,958557627740,54.56041131105398,212.24,19
256,2018-10-30,Apple Inc.,AAPL,0.63,3.89,93626000000.0,958557627740,54.832904884318765,213.3,19
257,2018-10-31,Apple Inc.,AAPL,0.63,3.89,93626000000.0,958557627740,56.26221079691517,218.86,19
258,2018-11-01,Apple Inc.,AAPL,0.63,3.89,93626000000.0,958557627740,57.12596401028277,222.22,19
259,2018-11-02,Apple Inc.,AAPL,0.63,3.89,93626000000.0,958557627740,53.336760925449866,207.48,19
260,2018-11-05,Apple Inc.,AAPL,0.63,3.89,93626000000.0,958557627740,51.82262210796915,201.59,19
